TrialNumber,SubjectID,Scene,RefFilename,RefPath,LeftCondition,LeftFilename,LeftMetric,LeftLevel,LeftPath,RightCondition,RightFilename,RightMetric,RightLevel,RightPath
11,rafal,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:stutter_level1,bistro_exterior/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/stutter/level1/video0.rgb,bistro_exterior:motion_resolution_level1,bistro_exterior/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/motion_resolution/level1/video0.rgb
12,rafal,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:stutter_level1,subway/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/stutter/level1/video0.rgb,subway:noise_colors_level0,subway/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/noise_colors/level0/video0.rgb
13,rafal,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level0,pink_room/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level0/video0.rgb,pink_room:temporal-resolution-multiplexing_level1,pink_room/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/temporal-resolution-multiplexing/level1/video0.rgb
14,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:judder_level2,marbles/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/judder/level2/video0.rgb,marbles:dlss_rr_level1,marbles/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/dlss_rr/level1/video0.rgb
15,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:dlss_rr_level2,landscape/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/dlss_rr/level2/video0.rgb,landscape:motion_resolution_level1,landscape/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level1/video0.rgb
16,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_noise_level1,marbles/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level1/video0.rgb,marbles:stutter_level0,marbles/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level0/video0.rgb
17,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:restir_level0,marbles/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/restir/level0/video0.rgb,marbles:dlss_rr_level2,marbles/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/dlss_rr/level2/video0.rgb
18,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:restir_level0,attic/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/restir/level0/video0.rgb,attic:temporal-resolution-multiplexing_level0,attic/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/temporal-resolution-multiplexing/level0/video0.rgb
19,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level1/video0.rgb,zeroday:noise_colors_level1,zeroday/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level1/video0.rgb
20,rafal,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:stutter_level2,pink_room/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/stutter/level2/video0.rgb,pink_room:motion_resolution_level2,pink_room/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_resolution/level2/video0.rgb
21,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:temporal-resolution-multiplexing_level1,attic/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/temporal-resolution-multiplexing/level1/video0.rgb,attic:judder_level2,attic/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/judder/level2/video0.rgb
22,rafal,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:motion_noise_level2,bistro_exterior/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/motion_noise/level2/video0.rgb,bistro_exterior:stutter_level1,bistro_exterior/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/stutter/level1/video0.rgb
23,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:noise_colors_level0,attic/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/noise_colors/level0/video0.rgb,attic:stutter_level0,attic/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/stutter/level0/video0.rgb
24,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_resolution_level2,landscape/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level2/video0.rgb,landscape:motion_resolution_level1,landscape/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level1/video0.rgb
25,rafal,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:motion_noise_level2,subway/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/motion_noise/level2/video0.rgb,subway:temporal-resolution-multiplexing_level1,subway/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/temporal-resolution-multiplexing/level1/video0.rgb
26,rafal,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:temporal-resolution-multiplexing_level2,subway/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/temporal-resolution-multiplexing/level2/video0.rgb,subway:temporal-resolution-multiplexing_level1,subway/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/temporal-resolution-multiplexing/level1/video0.rgb
27,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:duration_flicker_level1,landscape/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/duration_flicker/level1/video0.rgb,landscape:duration_flicker_level2,landscape/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/duration_flicker/level2/video0.rgb
28,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:dlss_rr_level0,attic/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level0/video0.rgb,attic:judder_level0,attic/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/judder/level0/video0.rgb
29,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_resolution_level1,landscape/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level1/video0.rgb,landscape:temporal-resolution-multiplexing_level1,landscape/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/temporal-resolution-multiplexing/level1/video0.rgb
30,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_resolution_level2,landscape/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level2/video0.rgb,landscape:dlss_rr_level1,landscape/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/dlss_rr/level1/video0.rgb
31,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:reference,marbles/reference/video0.rgb,reference,reference,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:judder_level0,marbles/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/judder/level0/video0.rgb
32,rafal,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:temporal-resolution-multiplexing_level2,classroom/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/temporal-resolution-multiplexing/level2/video0.rgb,classroom:dlss_rr_level2,classroom/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/dlss_rr/level2/video0.rgb
33,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:dlss_rr_level2,marbles/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/dlss_rr/level2/video0.rgb,marbles:restir_level1,marbles/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/restir/level1/video0.rgb
34,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:reference,zeroday/reference/video0.rgb,reference,reference,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level0,zeroday/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level0/video0.rgb
35,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:restir_level1,landscape/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/restir/level1/video0.rgb,landscape:noise_colors_level1,landscape/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/noise_colors/level1/video0.rgb
36,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:duration_flicker_level1,attic/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/duration_flicker/level1/video0.rgb,attic:dlss_rr_level1,attic/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level1/video0.rgb
37,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:noise_colors_level1,zeroday/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level1/video0.rgb,zeroday:restir_level1,zeroday/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/restir/level1/video0.rgb
38,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_noise_level2,marbles/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level2/video0.rgb,marbles:judder_level0,marbles/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/judder/level0/video0.rgb
39,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:noise_colors_level2,attic/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/noise_colors/level2/video0.rgb,attic:dlss_rr_level1,attic/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level1/video0.rgb
40,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:duration_flicker_level0,landscape/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/duration_flicker/level0/video0.rgb,landscape:motion_resolution_level1,landscape/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level1/video0.rgb
41,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:temporal-resolution-multiplexing_level0,zeroday/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/temporal-resolution-multiplexing/level0/video0.rgb,zeroday:restir_level0,zeroday/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/restir/level0/video0.rgb
42,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:temporal-resolution-multiplexing_level2,marbles/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level2/video0.rgb,marbles:noise_colors_level2,marbles/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/noise_colors/level2/video0.rgb
43,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:temporal-resolution-multiplexing_level2,marbles/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level2/video0.rgb,marbles:motion_resolution_level1,marbles/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_resolution/level1/video0.rgb
44,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:restir_level2,attic/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/restir/level2/video0.rgb,attic:dlss_rr_level1,attic/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level1/video0.rgb
45,rafal,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:duration_flicker_level1,classroom/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/duration_flicker/level1/video0.rgb,classroom:dlss_rr_level2,classroom/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/dlss_rr/level2/video0.rgb
46,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:dlss_rr_level0,attic/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level0/video0.rgb,attic:judder_level1,attic/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/judder/level1/video0.rgb
47,rafal,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:stutter_level1,landscape/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/stutter/level1/video0.rgb,landscape:judder_level2,landscape/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level2/video0.rgb
48,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level1,zeroday/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level1/video0.rgb,zeroday:noise_colors_level2,zeroday/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level2/video0.rgb
49,rafal,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:temporal-resolution-multiplexing_level1,classroom/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/temporal-resolution-multiplexing/level1/video0.rgb,classroom:noise_colors_level0,classroom/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/noise_colors/level0/video0.rgb
50,rafal,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:restir_level0,zeroday/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/restir/level0/video0.rgb,zeroday:duration_flicker_level0,zeroday/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level0/video0.rgb
51,rafal,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:duration_flicker_level0,subway/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/duration_flicker/level0/video0.rgb,subway:judder_level2,subway/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/judder/level2/video0.rgb
52,rafal,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:dlss_rr_level2,bistro_exterior/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level2/video0.rgb,bistro_exterior:dlss_rr_level1,bistro_exterior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level1/video0.rgb
53,rafal,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:dlss_rr_level2,marbles/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/dlss_rr/level2/video0.rgb,marbles:duration_flicker_level2,marbles/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/duration_flicker/level2/video0.rgb
54,rafal,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:dlss_rr_level1,subway/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/dlss_rr/level1/video0.rgb,subway:noise_colors_level1,subway/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/noise_colors/level1/video0.rgb
55,rafal,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:temporal-resolution-multiplexing_level2,classroom/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/temporal-resolution-multiplexing/level2/video0.rgb,classroom:noise_colors_level1,classroom/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/noise_colors/level1/video0.rgb
56,rafal,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:restir_level1,attic/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/restir/level1/video0.rgb,attic:motion_resolution_level2,attic/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/motion_resolution/level2/video0.rgb
