SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
j3,93,marbles,marbles:restir_level2,marbles:temporal-resolution-multiplexing_level2,LEFT,marbles:restir_level2,marbles:temporal-resolution-multiplexing_level2,6.0799,239.98
j3,94,marbles,marbles:restir_level2,marbles:stutter_level1,RIGHT,marbles:stutter_level1,marbles:restir_level2,4.275,240.01
j3,95,bistro_exterior,bistro_exterior:temporal-resolution-multiplexing_level1,bistro_exterior:restir_level1,RIGHT,bistro_exterior:restir_level1,bistro_exterior:temporal-resolution-multiplexing_level1,5.3882,239.98
j3,96,attic,attic:judder_level1,attic:temporal-resolution-multiplexing_level0,LEFT,attic:judder_level1,attic:temporal-resolution-multiplexing_level0,4.2834,240.01
j3,97,zeroday,zeroday:dlss_rr_level2,zeroday:temporal-resolution-multiplexing_level1,RIGHT,zeroday:temporal-resolution-multiplexing_level1,zeroday:dlss_rr_level2,6.2375,240.01
j3,98,zeroday,zeroday:motion_noise_level1,zeroday:dlss_rr_level0,LEFT,zeroday:motion_noise_level1,zeroday:dlss_rr_level0,7.7625,240.01
j3,99,subway,subway:duration_flicker_level0,subway:dlss_rr_level1,RIGHT,subway:dlss_rr_level1,subway:duration_flicker_level0,4.1085,240.01
j3,100,zeroday,zeroday:judder_level0,zeroday:motion_noise_level0,RIGHT,zeroday:motion_noise_level0,zeroday:judder_level0,9.8388,239.98
j3,101,classroom,classroom:judder_level2,classroom:motion_noise_level1,RIGHT,classroom:motion_noise_level1,classroom:judder_level2,4.3964,239.98
j3,102,zeroday,zeroday:stutter_level1,zeroday:motion_noise_level0,LEFT,zeroday:stutter_level1,zeroday:motion_noise_level0,7.0209,240.01
j3,103,landscape,landscape:temporal-resolution-multiplexing_level0,landscape:motion_noise_level0,RIGHT,landscape:motion_noise_level0,landscape:temporal-resolution-multiplexing_level0,7.2417,240.0
j3,104,subway,subway:stutter_level2,subway:restir_level2,LEFT,subway:stutter_level2,subway:restir_level2,3.7292,240.02
j3,105,bistro_interior,bistro_interior:restir_level2,bistro_interior:motion_resolution_level2,LEFT,bistro_interior:restir_level2,bistro_interior:motion_resolution_level2,3.296,240.01
j3,106,bistro_interior,bistro_interior:judder_level2,bistro_interior:dlss_rr_level1,LEFT,bistro_interior:judder_level2,bistro_interior:dlss_rr_level1,5.4542,240.01
j3,107,marbles,marbles:judder_level0,marbles:restir_level2,LEFT,marbles:judder_level0,marbles:restir_level2,4.3834,240.01
j3,108,bistro_interior,bistro_interior:duration_flicker_level0,bistro_interior:motion_noise_level0,RIGHT,bistro_interior:motion_noise_level0,bistro_interior:duration_flicker_level0,4.4834,240.01
