Scene,RankInScene,ConditionName,Filename,Metric,Level,VisualQuality_Mean,Uncertainty_StdDev,ComparisonsCount
subway,24,subway:motion_noise_level2,subway/motion_noise/level2/video0.rgb,motion_noise,level2,-1.06481,0.37969,10
subway,25,subway:restir_level1,subway/restir/level1/video0.rgb,restir,level1,-1.13430,0.35968,17
subway,26,subway:restir_level0,subway/restir/level0/video0.rgb,restir,level0,-1.30177,0.37255,13
subway,27,subway:restir_level2,subway/restir/level2/video0.rgb,restir,level2,-1.47793,0.39281,12
zeroday,1,zeroday:motion_noise_level0,zeroday/motion_noise/level0/video0.rgb,motion_noise,level0,+1.39710,0.40746,10
zeroday,2,zeroday:stutter_level1,zeroday/stutter/level1/video0.rgb,stutter,level1,+1.21083,0.39207,10
zeroday,3,zeroday:noise_colors_level0,zeroday/noise_colors/level0/video0.rgb,noise_colors,level0,+1.06923,0.40111,10
zeroday,4,zeroday:stutter_level0,zeroday/stutter/level0/video0.rgb,stutter,level0,+1.02570,0.37477,11
zeroday,5,zeroday:judder_level0,zeroday/judder/level0/video0.rgb,judder,level0,+0.64406,0.38725,10
zeroday,6,zeroday:noise_colors_level2,zeroday/noise_colors/level2/video0.rgb,noise_colors,level2,+0.63620,0.35397,13
zeroday,7,zeroday:judder_level1,zeroday/judder/level1/video0.rgb,judder,level1,+0.46233,0.37109,11
zeroday,8,zeroday:temporal-resolution-multiplexing_level1,zeroday/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,+0.37325,0.37998,11
zeroday,9,zeroday:dlss_rr_level1,zeroday/dlss_rr/level1/video0.rgb,dlss_rr,level1,+0.29884,0.39038,10
zeroday,10,zeroday:motion_noise_level1,zeroday/motion_noise/level1/video0.rgb,motion_noise,level1,+0.29263,0.34447,14
zeroday,11,zeroday:dlss_rr_level0,zeroday/dlss_rr/level0/video0.rgb,dlss_rr,level0,+0.18731,0.36893,11
zeroday,12,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,+0.10970,0.30809,17
zeroday,13,zeroday:temporal-resolution-multiplexing_level0,zeroday/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,+0.09637,0.32263,16
zeroday,14,zeroday:restir_level0,zeroday/restir/level0/video0.rgb,restir,level0,-0.07329,0.38002,10
zeroday,15,zeroday:duration_flicker_level0,zeroday/duration_flicker/level0/video0.rgb,duration_flicker,level0,-0.18063,0.38477,10
zeroday,16,zeroday:judder_level2,zeroday/judder/level2/video0.rgb,judder,level2,-0.22736,0.34855,12
zeroday,17,zeroday:noise_colors_level1,zeroday/noise_colors/level1/video0.rgb,noise_colors,level1,-0.25903,0.38034,10
zeroday,18,zeroday:motion_noise_level2,zeroday/motion_noise/level2/video0.rgb,motion_noise,level2,-0.36886,0.37256,10
zeroday,19,zeroday:dlss_rr_level2,zeroday/dlss_rr/level2/video0.rgb,dlss_rr,level2,-0.37520,0.34139,13
zeroday,20,zeroday:motion_resolution_level0,zeroday/motion_resolution/level0/video0.rgb,motion_resolution,level0,-0.43508,0.31601,16
zeroday,21,zeroday:stutter_level2,zeroday/stutter/level2/video0.rgb,stutter,level2,-0.44181,0.36183,13
zeroday,22,zeroday:restir_level1,zeroday/restir/level1/video0.rgb,restir,level1,-0.53457,0.35725,12
zeroday,23,zeroday:duration_flicker_level2,zeroday/duration_flicker/level2/video0.rgb,duration_flicker,level2,-0.59111,0.37874,10
zeroday,24,zeroday:temporal-resolution-multiplexing_level2,zeroday/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,-0.67782,0.37154,11
zeroday,25,zeroday:motion_resolution_level1,zeroday/motion_resolution/level1/video0.rgb,motion_resolution,level1,-0.99431,0.37764,12
zeroday,26,zeroday:restir_level2,zeroday/restir/level2/video0.rgb,restir,level2,-1.03893,0.39886,9
zeroday,27,zeroday:motion_resolution_level2,zeroday/motion_resolution/level2/video0.rgb,motion_resolution,level2,-1.58391,0.43646,10
