SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
ref,1,bistro_interior,bistro_interior:reference,bistro_interior:motion_noise_level1,LEFT,bistro_interior:reference,bistro_interior:motion_noise_level1,5.2758,240.09
ref,2,marbles,marbles:reference,marbles:restir_level2,LEFT,marbles:reference,marbles:restir_level2,4.9876,240.01
ref,3,classroom,classroom:duration_flicker_level0,classroom:reference,RIGHT,classroom:reference,classroom:duration_flicker_level0,4.4834,240.01
ref,4,zeroday,zeroday:motion_noise_level2,zeroday:motion_resolution_level1,LEFT,zeroday:motion_noise_level2,zeroday:motion_resolution_level1,5.4584,240.01
ref,5,pink_room,pink_room:noise_colors_level0,pink_room:motion_noise_level0,LEFT,pink_room:noise_colors_level0,pink_room:motion_noise_level0,6.5251,240.01
ref,6,pink_room,pink_room:stutter_level1,pink_room:motion_noise_level2,LEFT,pink_room:stutter_level1,pink_room:motion_noise_level2,5.7334,240.01
ref,7,attic,attic:duration_flicker_level1,attic:reference,RIGHT,attic:reference,attic:duration_flicker_level1,4.3459,240.01
ref,8,pink_room,pink_room:reference,pink_room:judder_level2,LEFT,pink_room:reference,pink_room:judder_level2,4.5709,240.01
ref,9,classroom,classroom:temporal-resolution-multiplexing_level0,classroom:reference,RIGHT,classroom:reference,classroom:temporal-resolution-multiplexing_level0,4.9417,240.01
ref,10,pink_room,pink_room:dlss_rr_level0,pink_room:stutter_level2,LEFT,pink_room:dlss_rr_level0,pink_room:stutter_level2,5.0625,240.01
ref,11,attic,attic:restir_level2,attic:reference,RIGHT,attic:reference,attic:restir_level2,3.9543,240.01
ref,12,zeroday,zeroday:reference,zeroday:noise_colors_level2,RIGHT,zeroday:noise_colors_level2,zeroday:reference,5.6667,240.01
ref,13,zeroday,zeroday:duration_flicker_level0,zeroday:duration_flicker_level2,LEFT,zeroday:duration_flicker_level0,zeroday:duration_flicker_level2,7.8375,240.01
ref,14,pink_room,pink_room:temporal-resolution-multiplexing_level1,pink_room:noise_colors_level2,LEFT,pink_room:temporal-resolution-multiplexing_level1,pink_room:noise_colors_level2,6.9292,240.01
ref,15,pink_room,pink_room:restir_level2,pink_room:reference,RIGHT,pink_room:reference,pink_room:restir_level2,4.95,240.01
ref,16,bistro_exterior,bistro_exterior:motion_resolution_level1,bistro_exterior:reference,RIGHT,bistro_exterior:reference,bistro_exterior:motion_resolution_level1,4.6292,240.01
ref,17,bistro_exterior,bistro_exterior:motion_resolution_level0,bistro_exterior:reference,RIGHT,bistro_exterior:reference,bistro_exterior:motion_resolution_level0,4.8542,240.01
ref,18,landscape,landscape:judder_level1,landscape:reference,RIGHT,landscape:reference,landscape:judder_level1,7.2584,240.0
ref,19,bistro_exterior,bistro_exterior:motion_resolution_level2,bistro_exterior:reference,RIGHT,bistro_exterior:reference,bistro_exterior:motion_resolution_level2,6.0375,240.01
ref,20,subway,subway:reference,subway:judder_level0,RIGHT,subway:judder_level0,subway:reference,8.3459,240.01
ref,21,classroom,classroom:reference,classroom:motion_noise_level1,LEFT,classroom:reference,classroom:motion_noise_level1,4.15,240.01
ref,22,subway,subway:reference,subway:temporal-resolution-multiplexing_level2,LEFT,subway:reference,subway:temporal-resolution-multiplexing_level2,4.7167,240.01
ref,23,subway,subway:noise_colors_level2,subway:motion_noise_level1,RIGHT,subway:motion_noise_level1,subway:noise_colors_level2,5.2834,240.01
ref,24,marbles,marbles:reference,marbles:restir_level1,LEFT,marbles:reference,marbles:restir_level1,4.8459,240.03
ref,25,zeroday,zeroday:reference,zeroday:dlss_rr_level2,LEFT,zeroday:reference,zeroday:dlss_rr_level2,5.0792,240.01
ref,26,subway,subway:reference,subway:temporal-resolution-multiplexing_level1,LEFT,subway:reference,subway:temporal-resolution-multiplexing_level1,3.9709,240.01
ref,27,zeroday,zeroday:temporal-resolution-multiplexing_level1,zeroday:reference,RIGHT,zeroday:reference,zeroday:temporal-resolution-multiplexing_level1,5.2709,240.01
ref,28,pink_room,pink_room:reference,pink_room:restir_level1,LEFT,pink_room:reference,pink_room:restir_level1,5.0792,240.01
ref,29,bistro_interior,bistro_interior:noise_colors_level2,bistro_interior:reference,RIGHT,bistro_interior:reference,bistro_interior:noise_colors_level2,4.3917,240.01
ref,30,landscape,landscape:reference,landscape:duration_flicker_level1,LEFT,landscape:reference,landscape:duration_flicker_level1,5.2834,240.01
ref,31,bistro_interior,bistro_interior:reference,bistro_interior:duration_flicker_level0,LEFT,bistro_interior:reference,bistro_interior:duration_flicker_level0,7.6125,240.0
ref,32,bistro_interior,bistro_interior:temporal-resolution-multiplexing_level2,bistro_interior:reference,RIGHT,bistro_interior:reference,bistro_interior:temporal-resolution-multiplexing_level2,4.1917,240.01
ref,33,attic,attic:motion_resolution_level1,attic:duration_flicker_level2,RIGHT,attic:duration_flicker_level2,attic:motion_resolution_level1,8.3417,240.01
ref,34,subway,subway:judder_level2,subway:reference,RIGHT,subway:reference,subway:judder_level2,4.625,240.02
ref,35,pink_room,pink_room:reference,pink_room:duration_flicker_level1,LEFT,pink_room:reference,pink_room:duration_flicker_level1,5.4792,240.01
ref,36,marbles,marbles:reference,marbles:dlss_rr_level0,LEFT,marbles:reference,marbles:dlss_rr_level0,5.0875,240.0
ref,37,attic,attic:judder_level2,attic:reference,RIGHT,attic:reference,attic:judder_level2,6.0,240.01
ref,38,pink_room,pink_room:noise_colors_level0,pink_room:reference,RIGHT,pink_room:reference,pink_room:noise_colors_level0,7.9084,240.01
ref,39,pink_room,pink_room:reference,pink_room:dlss_rr_level2,LEFT,pink_room:reference,pink_room:dlss_rr_level2,4.6959,240.01
ref,40,attic,attic:motion_noise_level1,attic:noise_colors_level0,RIGHT,attic:noise_colors_level0,attic:motion_noise_level1,10.0584,240.0
ref,41,marbles,marbles:motion_resolution_level0,marbles:reference,RIGHT,marbles:reference,marbles:motion_resolution_level0,4.6209,240.01
ref,42,attic,attic:motion_resolution_level2,attic:stutter_level2,RIGHT,attic:stutter_level2,attic:motion_resolution_level2,8.6167,240.01
ref,43,attic,attic:reference,attic:duration_flicker_level0,LEFT,attic:reference,attic:duration_flicker_level0,7.9417,240.01
ref,44,classroom,classroom:reference,classroom:duration_flicker_level1,LEFT,classroom:reference,classroom:duration_flicker_level1,4.4209,240.01
ref,45,pink_room,pink_room:reference,pink_room:dlss_rr_level1,LEFT,pink_room:reference,pink_room:dlss_rr_level1,5.1542,240.01
ref,46,subway,subway:reference,subway:stutter_level0,LEFT,subway:reference,subway:stutter_level0,6.8917,240.01
ref,47,marbles,marbles:motion_noise_level1,marbles:reference,LEFT,marbles:motion_noise_level1,marbles:reference,8.7667,240.01
ref,48,attic,attic:motion_noise_level1,attic:reference,RIGHT,attic:reference,attic:motion_noise_level1,5.2417,240.01
ref,49,bistro_interior,bistro_interior:reference,bistro_interior:motion_noise_level2,LEFT,bistro_interior:reference,bistro_interior:motion_noise_level2,5.2459,240.01
ref,50,landscape,landscape:dlss_rr_level0,landscape:reference,RIGHT,landscape:reference,landscape:dlss_rr_level0,7.9875,240.01
ref,51,subway,subway:restir_level2,subway:motion_noise_level2,RIGHT,subway:motion_noise_level2,subway:restir_level2,4.4375,240.01
ref,52,classroom,classroom:stutter_level0,classroom:reference,RIGHT,classroom:reference,classroom:stutter_level0,7.4542,240.01
ref,53,subway,subway:stutter_level0,subway:stutter_level1,LEFT,subway:stutter_level0,subway:stutter_level1,9.8296,232.88
ref,54,bistro_exterior,bistro_exterior:reference,bistro_exterior:restir_level1,LEFT,bistro_exterior:reference,bistro_exterior:restir_level1,5.2834,240.01
ref,55,classroom,classroom:motion_noise_level2,classroom:reference,RIGHT,classroom:reference,classroom:motion_noise_level2,4.8875,240.01
ref,56,subway,subway:reference,subway:motion_resolution_level2,LEFT,subway:reference,subway:motion_resolution_level2,5.2834,240.01
ref,57,landscape,landscape:temporal-resolution-multiplexing_level1,landscape:reference,RIGHT,landscape:reference,landscape:temporal-resolution-multiplexing_level1,5.1334,240.01
ref,58,attic,attic:reference,attic:judder_level0,LEFT,attic:reference,attic:judder_level0,9.9292,240.0
ref,59,marbles,marbles:restir_level2,marbles:noise_colors_level1,RIGHT,marbles:noise_colors_level1,marbles:restir_level2,9.9868,235.84
ref,60,subway,subway:reference,subway:dlss_rr_level1,LEFT,subway:reference,subway:dlss_rr_level1,7.8792,240.01
ref,61,marbles,marbles:reference,marbles:restir_level0,LEFT,marbles:reference,marbles:restir_level0,9.3084,240.01
ref,62,marbles,marbles:reference,marbles:duration_flicker_level2,LEFT,marbles:reference,marbles:duration_flicker_level2,4.5751,240.01
ref,63,bistro_exterior,bistro_exterior:temporal-resolution-multiplexing_level0,bistro_exterior:duration_flicker_level1,LEFT,bistro_exterior:temporal-resolution-multiplexing_level0,bistro_exterior:duration_flicker_level1,5.875,240.01
ref,64,bistro_interior,bistro_interior:stutter_level1,bistro_interior:temporal-resolution-multiplexing_level0,RIGHT,bistro_interior:temporal-resolution-multiplexing_level0,bistro_interior:stutter_level1,5.425,240.01
ref,65,classroom,classroom:reference,classroom:dlss_rr_level0,LEFT,classroom:reference,classroom:dlss_rr_level0,4.5584,240.01
ref,66,subway,subway:stutter_level2,subway:duration_flicker_level2,RIGHT,subway:duration_flicker_level2,subway:stutter_level2,5.7726,236.14
ref,67,classroom,classroom:noise_colors_level0,classroom:reference,LEFT,classroom:noise_colors_level0,classroom:reference,8.6709,240.0
ref,68,landscape,landscape:reference,landscape:temporal-resolution-multiplexing_level0,RIGHT,landscape:temporal-resolution-multiplexing_level0,landscape:reference,5.5292,240.01
ref,69,zeroday,zeroday:reference,zeroday:duration_flicker_level0,LEFT,zeroday:reference,zeroday:duration_flicker_level0,7.1917,240.01
ref,70,bistro_interior,bistro_interior:restir_level1,bistro_interior:noise_colors_level2,RIGHT,bistro_interior:noise_colors_level2,bistro_interior:restir_level1,8.651,237.29
ref,71,landscape,landscape:reference,landscape:dlss_rr_level1,LEFT,landscape:reference,landscape:dlss_rr_level1,7.1667,240.01
ref,72,classroom,classroom:restir_level2,classroom:motion_noise_level2,RIGHT,classroom:motion_noise_level2,classroom:restir_level2,4.5,240.01
ref,73,classroom,classroom:restir_level1,classroom:reference,RIGHT,classroom:reference,classroom:restir_level1,4.8334,240.01
ref,74,bistro_exterior,bistro_exterior:temporal-resolution-multiplexing_level1,bistro_exterior:reference,RIGHT,bistro_exterior:reference,bistro_exterior:temporal-resolution-multiplexing_level1,6.0459,240.01
ref,75,bistro_interior,bistro_interior:reference,bistro_interior:noise_colors_level1,LEFT,bistro_interior:reference,bistro_interior:noise_colors_level1,5.2917,240.01
ref,76,bistro_interior,bistro_interior:stutter_level1,bistro_interior:reference,RIGHT,bistro_interior:reference,bistro_interior:stutter_level1,5.4542,240.01
ref,77,zeroday,zeroday:dlss_rr_level0,zeroday:reference,RIGHT,zeroday:reference,zeroday:dlss_rr_level0,5.4875,240.01
ref,78,subway,subway:reference,subway:dlss_rr_level0,LEFT,subway:reference,subway:dlss_rr_level0,5.2334,240.01
ref,79,bistro_exterior,bistro_exterior:reference,bistro_exterior:duration_flicker_level1,LEFT,bistro_exterior:reference,bistro_exterior:duration_flicker_level1,5.25,240.01
ref,80,marbles,marbles:reference,marbles:dlss_rr_level1,LEFT,marbles:reference,marbles:dlss_rr_level1,5.2417,240.01
ref,81,marbles,marbles:restir_level2,marbles:stutter_level2,LEFT,marbles:restir_level2,marbles:stutter_level2,7.375,240.01
ref,82,bistro_interior,bistro_interior:reference,bistro_interior:restir_level2,LEFT,bistro_interior:reference,bistro_interior:restir_level2,5.3209,240.01
