observer,scene,condition_A,condition_B,is_A_selected,metric_A,level_A,metric_B,level_B,response_time_sec
j3,zeroday,motion_noise_level0,judder_level1,1,motion_noise,level0,judder,level1,5.3676
j3,bistro_interior,duration_flicker_level2,judder_level1,1,duration_flicker,level2,judder,level1,10.0293
j3,classroom,dlss_rr_level1,motion_noise_level1,1,dlss_rr,level1,motion_noise,level1,4.4005
j3,landscape,temporal-resolution-multiplexing_level0,restir_level1,0,temporal-resolution-multiplexing,level0,restir,level1,5.4126
j3,classroom,restir_level2,motion_resolution_level2,1,restir,level2,motion_resolution,level2,4.7090
j3,zeroday,motion_noise_level1,temporal-resolution-multiplexing_level0,0,motion_noise,level1,temporal-resolution-multiplexing,level0,5.6799
j3,bistro_interior,judder_level2,temporal-resolution-multiplexing_level1,0,judder,level2,temporal-resolution-multiplexing,level1,5.1008
j3,bistro_interior,stutter_level0,temporal-resolution-multiplexing_level0,0,stutter,level0,temporal-resolution-multiplexing,level0,8.7264
j3,subway,dlss_rr_level2,dlss_rr_level1,0,dlss_rr,level2,dlss_rr,level1,5.5421
j3,landscape,motion_resolution_level1,temporal-resolution-multiplexing_level0,0,motion_resolution,level1,temporal-resolution-multiplexing,level0,5.4674
j3,bistro_exterior,duration_flicker_level1,restir_level2,1,duration_flicker,level1,restir,level2,6.9009
j3,attic,temporal-resolution-multiplexing_level0,motion_resolution_level0,0,temporal-resolution-multiplexing,level0,motion_resolution,level0,4.9584
j3,attic,dlss_rr_level1,temporal-resolution-multiplexing_level1,0,dlss_rr,level1,temporal-resolution-multiplexing,level1,8.7500
j3,bistro_exterior,stutter_level1,dlss_rr_level0,0,stutter,level1,dlss_rr,level0,5.3167
j3,landscape,judder_level2,duration_flicker_level2,0,judder,level2,duration_flicker,level2,5.9842
j3,zeroday,duration_flicker_level0,motion_noise_level2,1,duration_flicker,level0,motion_noise,level2,8.9335
j3,pink_room,judder_level2,noise_colors_level0,0,judder,level2,noise_colors,level0,6.5667
j3,marbles,judder_level2,noise_colors_level2,1,judder,level2,noise_colors,level2,4.6500
j3,landscape,temporal-resolution-multiplexing_level1,dlss_rr_level0,1,temporal-resolution-multiplexing,level1,dlss_rr,level0,5.3750
j3,bistro_interior,motion_noise_level2,noise_colors_level1,0,motion_noise,level2,noise_colors,level1,7.3385
j3,landscape,dlss_rr_level0,temporal-resolution-multiplexing_level2,1,dlss_rr,level0,temporal-resolution-multiplexing,level2,5.2590
j3,marbles,dlss_rr_level1,dlss_rr_level0,0,dlss_rr,level1,dlss_rr,level0,5.1757
j3,attic,restir_level0,restir_level2,1,restir,level0,restir,level2,4.3917
j3,marbles,dlss_rr_level0,duration_flicker_level2,1,dlss_rr,level0,duration_flicker,level2,4.5155
j3,classroom,judder_level1,stutter_level0,1,judder,level1,stutter,level0,4.9709
j3,pink_room,stutter_level0,restir_level1,1,stutter,level0,restir,level1,5.3501
j3,subway,motion_resolution_level0,duration_flicker_level0,1,motion_resolution,level0,duration_flicker,level0,4.9875
j3,zeroday,noise_colors_level0,noise_colors_level2,1,noise_colors,level0,noise_colors,level2,9.5678
j3,classroom,dlss_rr_level1,judder_level1,0,dlss_rr,level1,judder,level1,4.6500
j3,bistro_interior,temporal-resolution-multiplexing_level1,judder_level0,0,temporal-resolution-multiplexing,level1,judder,level0,9.6250
j3,classroom,duration_flicker_level1,motion_noise_level1,0,duration_flicker,level1,motion_noise,level1,4.4255
j3,subway,temporal-resolution-multiplexing_level2,duration_flicker_level1,0,temporal-resolution-multiplexing,level2,duration_flicker,level1,4.5174
j3,bistro_interior,noise_colors_level2,judder_level2,0,noise_colors,level2,judder,level2,5.4334
j3,bistro_exterior,duration_flicker_level1,temporal-resolution-multiplexing_level1,1,duration_flicker,level1,temporal-resolution-multiplexing,level1,12.1390
j3,bistro_exterior,stutter_level1,temporal-resolution-multiplexing_level1,1,stutter,level1,temporal-resolution-multiplexing,level1,5.2250
j3,zeroday,judder_level2,duration_flicker_level2,0,judder,level2,duration_flicker,level2,6.0085
j3,zeroday,dlss_rr_level2,judder_level2,0,dlss_rr,level2,judder,level2,5.4799
j3,marbles,duration_flicker_level1,noise_colors_level2,1,duration_flicker,level1,noise_colors,level2,10.6682
j3,classroom,judder_level1,stutter_level1,1,judder,level1,stutter,level1,4.8048
j3,landscape,judder_level1,dlss_rr_level0,1,judder,level1,dlss_rr,level0,7.2426
j3,attic,temporal-resolution-multiplexing_level1,motion_noise_level0,0,temporal-resolution-multiplexing,level1,motion_noise,level0,4.6251
j3,subway,stutter_level1,motion_resolution_level0,1,stutter,level1,motion_resolution,level0,11.5139
j3,zeroday,noise_colors_level0,motion_noise_level0,0,noise_colors,level0,motion_noise,level0,5.6917
j3,attic,noise_colors_level2,duration_flicker_level2,1,noise_colors,level2,duration_flicker,level2,8.3209
j3,zeroday,noise_colors_level1,motion_noise_level1,0,noise_colors,level1,motion_noise,level1,6.0292
j3,bistro_interior,duration_flicker_level2,temporal-resolution-multiplexing_level1,0,duration_flicker,level2,temporal-resolution-multiplexing,level1,4.4917
j3,classroom,motion_noise_level1,duration_flicker_level2,1,motion_noise,level1,duration_flicker,level2,4.2966
j3,bistro_exterior,judder_level0,temporal-resolution-multiplexing_level1,1,judder,level0,temporal-resolution-multiplexing,level1,9.9675
j3,marbles,duration_flicker_level2,duration_flicker_level1,0,duration_flicker,level2,duration_flicker,level1,4.3752
j3,landscape,dlss_rr_level0,motion_resolution_level0,1,dlss_rr,level0,motion_resolution,level0,5.5257
j3,attic,motion_resolution_level1,dlss_rr_level0,1,motion_resolution,level1,dlss_rr,level0,5.0792
j3,landscape,dlss_rr_level0,noise_colors_level0,0,dlss_rr,level0,noise_colors,level0,5.6167
j3,zeroday,motion_resolution_level0,motion_noise_level1,0,motion_resolution,level0,motion_noise,level1,7.5842
j3,landscape,dlss_rr_level0,stutter_level1,0,dlss_rr,level0,stutter,level1,6.5593
j3,marbles,stutter_level0,noise_colors_level0,1,stutter,level0,noise_colors,level0,9.3917
j3,bistro_interior,duration_flicker_level1,motion_noise_level1,0,duration_flicker,level1,motion_noise,level1,9.8959
j3,landscape,temporal-resolution-multiplexing_level0,noise_colors_level1,0,temporal-resolution-multiplexing,level0,noise_colors,level1,13.7726
j3,subway,noise_colors_level1,temporal-resolution-multiplexing_level0,0,noise_colors,level1,temporal-resolution-multiplexing,level0,2.3797
j3,attic,noise_colors_level0,dlss_rr_level1,1,noise_colors,level0,dlss_rr,level1,4.3588
j3,subway,stutter_level2,motion_noise_level2,1,stutter,level2,motion_noise,level2,4.7881
j3,zeroday,temporal-resolution-multiplexing_level2,dlss_rr_level2,0,temporal-resolution-multiplexing,level2,dlss_rr,level2,7.2344
j3,subway,stutter_level1,noise_colors_level1,1,stutter,level1,noise_colors,level1,5.8302
j3,classroom,motion_resolution_level2,noise_colors_level2,0,motion_resolution,level2,noise_colors,level2,4.9757
j3,bistro_exterior,motion_resolution_level1,duration_flicker_level1,0,motion_resolution,level1,duration_flicker,level1,6.0042
j3,attic,stutter_level0,temporal-resolution-multiplexing_level1,1,stutter,level0,temporal-resolution-multiplexing,level1,4.8084
j3,classroom,stutter_level2,motion_noise_level1,0,stutter,level2,motion_noise,level1,4.3212
j3,bistro_interior,restir_level0,temporal-resolution-multiplexing_level1,0,restir,level0,temporal-resolution-multiplexing,level1,4.7417
j3,marbles,stutter_level2,noise_colors_level2,0,stutter,level2,noise_colors,level2,4.8545
j3,subway,dlss_rr_level1,temporal-resolution-multiplexing_level1,1,dlss_rr,level1,temporal-resolution-multiplexing,level1,4.7375
j3,landscape,stutter_level2,dlss_rr_level2,1,stutter,level2,dlss_rr,level2,5.3963
j3,pink_room,temporal-resolution-multiplexing_level1,motion_resolution_level2,1,temporal-resolution-multiplexing,level1,motion_resolution,level2,7.0334
j3,zeroday,dlss_rr_level1,judder_level0,0,dlss_rr,level1,judder,level0,5.5125
j3,pink_room,judder_level0,duration_flicker_level0,0,judder,level0,duration_flicker,level0,14.1167
j3,classroom,motion_noise_level1,duration_flicker_level0,1,motion_noise,level1,duration_flicker,level0,3.9381
j3,subway,temporal-resolution-multiplexing_level2,restir_level2,1,temporal-resolution-multiplexing,level2,restir,level2,2.8213
j3,classroom,temporal-resolution-multiplexing_level2,motion_noise_level1,0,temporal-resolution-multiplexing,level2,motion_noise,level1,4.4292
j3,zeroday,motion_resolution_level1,duration_flicker_level2,0,motion_resolution,level1,duration_flicker,level2,5.3292
j3,marbles,temporal-resolution-multiplexing_level0,noise_colors_level0,1,temporal-resolution-multiplexing,level0,noise_colors,level0,7.0965
j3,classroom,noise_colors_level0,judder_level1,1,noise_colors,level0,judder,level1,4.4959
j3,bistro_exterior,judder_level2,temporal-resolution-multiplexing_level1,0,judder,level2,temporal-resolution-multiplexing,level1,6.4678
j3,classroom,motion_resolution_level0,judder_level1,1,motion_resolution,level0,judder,level1,4.7175
j3,bistro_exterior,duration_flicker_level0,motion_noise_level2,1,duration_flicker,level0,motion_noise,level2,4.7590
j3,bistro_exterior,motion_resolution_level0,motion_resolution_level2,1,motion_resolution,level0,motion_resolution,level2,5.0468
j3,attic,temporal-resolution-multiplexing_level0,stutter_level1,1,temporal-resolution-multiplexing,level0,stutter,level1,9.4338
j3,classroom,stutter_level1,temporal-resolution-multiplexing_level0,1,stutter,level1,temporal-resolution-multiplexing,level0,4.9709
j3,marbles,restir_level2,dlss_rr_level2,0,restir,level2,dlss_rr,level2,7.3920
j3,subway,dlss_rr_level1,duration_flicker_level2,1,dlss_rr,level1,duration_flicker,level2,7.0669
j3,zeroday,dlss_rr_level2,motion_noise_level1,0,dlss_rr,level2,motion_noise,level1,5.0508
j3,marbles,motion_resolution_level0,dlss_rr_level0,0,motion_resolution,level0,dlss_rr,level0,4.7297
j3,classroom,restir_level0,judder_level1,1,restir,level0,judder,level1,4.6876
j3,marbles,noise_colors_level2,restir_level1,0,noise_colors,level2,restir,level1,4.0625
j3,subway,restir_level0,noise_colors_level2,0,restir,level0,noise_colors,level2,4.3625
j3,marbles,restir_level2,temporal-resolution-multiplexing_level2,1,restir,level2,temporal-resolution-multiplexing,level2,6.0799
j3,marbles,restir_level2,stutter_level1,0,restir,level2,stutter,level1,4.2750
j3,bistro_exterior,temporal-resolution-multiplexing_level1,restir_level1,0,temporal-resolution-multiplexing,level1,restir,level1,5.3882
j3,attic,judder_level1,temporal-resolution-multiplexing_level0,1,judder,level1,temporal-resolution-multiplexing,level0,4.2834
j3,zeroday,dlss_rr_level2,temporal-resolution-multiplexing_level1,0,dlss_rr,level2,temporal-resolution-multiplexing,level1,6.2375
j3,zeroday,motion_noise_level1,dlss_rr_level0,1,motion_noise,level1,dlss_rr,level0,7.7625
j3,subway,duration_flicker_level0,dlss_rr_level1,0,duration_flicker,level0,dlss_rr,level1,4.1085
j3,zeroday,judder_level0,motion_noise_level0,0,judder,level0,motion_noise,level0,9.8388
j3,classroom,judder_level2,motion_noise_level1,0,judder,level2,motion_noise,level1,4.3964
j3,zeroday,stutter_level1,motion_noise_level0,1,stutter,level1,motion_noise,level0,7.0209
j3,landscape,temporal-resolution-multiplexing_level0,motion_noise_level0,0,temporal-resolution-multiplexing,level0,motion_noise,level0,7.2417
j3,subway,stutter_level2,restir_level2,1,stutter,level2,restir,level2,3.7292
j3,bistro_interior,restir_level2,motion_resolution_level2,1,restir,level2,motion_resolution,level2,3.2960
j3,bistro_interior,judder_level2,dlss_rr_level1,1,judder,level2,dlss_rr,level1,5.4542
j3,marbles,judder_level0,restir_level2,1,judder,level0,restir,level2,4.3834
j3,bistro_interior,duration_flicker_level0,motion_noise_level0,0,duration_flicker,level0,motion_noise,level0,4.4834
j3,marbles,restir_level2,motion_noise_level1,0,restir,level2,motion_noise,level1,3.7171
j3,bistro_interior,noise_colors_level0,duration_flicker_level2,1,noise_colors,level0,duration_flicker,level2,4.1215
j3,classroom,dlss_rr_level1,motion_noise_level0,0,dlss_rr,level1,motion_noise,level0,5.0298
j3,bistro_interior,motion_noise_level1,temporal-resolution-multiplexing_level1,0,motion_noise,level1,temporal-resolution-multiplexing,level1,3.7292
j3,landscape,dlss_rr_level0,noise_colors_level2,1,dlss_rr,level0,noise_colors,level2,5.0084
j3,zeroday,duration_flicker_level1,motion_noise_level1,0,duration_flicker,level1,motion_noise,level1,4.4586
j3,classroom,motion_noise_level1,restir_level1,0,motion_noise,level1,restir,level1,4.5125
j3,classroom,motion_noise_level1,noise_colors_level1,0,motion_noise,level1,noise_colors,level1,4.2625
j3,landscape,dlss_rr_level2,dlss_rr_level1,1,dlss_rr,level2,dlss_rr,level1,6.1334
j3,marbles,noise_colors_level2,duration_flicker_level0,0,noise_colors,level2,duration_flicker,level0,8.5221
j3,classroom,dlss_rr_level1,temporal-resolution-multiplexing_level1,0,dlss_rr,level1,temporal-resolution-multiplexing,level1,4.7174
j3,attic,motion_resolution_level2,dlss_rr_level1,0,motion_resolution,level2,dlss_rr,level1,4.3256
j3,marbles,motion_noise_level2,restir_level2,1,motion_noise,level2,restir,level2,5.2959
j3,bistro_exterior,noise_colors_level0,motion_noise_level2,1,noise_colors,level0,motion_noise,level2,5.4709
j3,classroom,duration_flicker_level2,motion_resolution_level2,1,duration_flicker,level2,motion_resolution,level2,4.4447
j3,subway,restir_level2,temporal-resolution-multiplexing_level1,0,restir,level2,temporal-resolution-multiplexing,level1,4.1709
j3,pink_room,noise_colors_level1,stutter_level0,0,noise_colors,level1,stutter,level0,5.1876
j3,landscape,duration_flicker_level2,duration_flicker_level0,0,duration_flicker,level2,duration_flicker,level0,3.9673
j3,attic,noise_colors_level1,temporal-resolution-multiplexing_level1,1,noise_colors,level1,temporal-resolution-multiplexing,level1,8.0209
j3,classroom,judder_level1,dlss_rr_level2,1,judder,level1,dlss_rr,level2,4.6126
j3,bistro_interior,duration_flicker_level0,temporal-resolution-multiplexing_level0,0,duration_flicker,level0,temporal-resolution-multiplexing,level0,5.0297
j3,bistro_interior,temporal-resolution-multiplexing_level1,dlss_rr_level0,1,temporal-resolution-multiplexing,level1,dlss_rr,level0,5.0292
j3,bistro_exterior,motion_noise_level2,temporal-resolution-multiplexing_level0,0,motion_noise,level2,temporal-resolution-multiplexing,level0,5.3632
j3,marbles,duration_flicker_level1,motion_resolution_level2,1,duration_flicker,level1,motion_resolution,level2,4.4507
j3,bistro_interior,temporal-resolution-multiplexing_level1,motion_resolution_level0,1,temporal-resolution-multiplexing,level1,motion_resolution,level0,5.4007
j3,subway,motion_noise_level0,motion_resolution_level0,0,motion_noise,level0,motion_resolution,level0,4.6716
j3,bistro_exterior,stutter_level0,motion_noise_level0,1,stutter,level0,motion_noise,level0,5.3625
j3,bistro_interior,judder_level2,temporal-resolution-multiplexing_level2,0,judder,level2,temporal-resolution-multiplexing,level2,7.1508
j3,classroom,judder_level1,judder_level0,0,judder,level1,judder,level0,6.6384
j3,pink_room,temporal-resolution-multiplexing_level0,motion_noise_level2,1,temporal-resolution-multiplexing,level0,motion_noise,level2,6.8875
j3,classroom,temporal-resolution-multiplexing_level1,motion_noise_level2,1,temporal-resolution-multiplexing,level1,motion_noise,level2,4.4667
j3,pink_room,duration_flicker_level2,dlss_rr_level2,0,duration_flicker,level2,dlss_rr,level2,8.3962
j3,pink_room,judder_level2,stutter_level0,0,judder,level2,stutter,level0,4.9966
j3,zeroday,motion_resolution_level2,restir_level2,0,motion_resolution,level2,restir,level2,5.3674
j3,bistro_exterior,judder_level0,motion_resolution_level0,1,judder,level0,motion_resolution,level0,5.4043
j3,bistro_exterior,temporal-resolution-multiplexing_level1,noise_colors_level1,0,temporal-resolution-multiplexing,level1,noise_colors,level1,11.0055
j3,marbles,restir_level2,restir_level0,0,restir,level2,restir,level0,5.3421
j3,attic,stutter_level2,noise_colors_level2,0,stutter,level2,noise_colors,level2,11.4250
j3,pink_room,duration_flicker_level2,motion_resolution_level2,1,duration_flicker,level2,motion_resolution,level2,8.7042
j3,landscape,motion_noise_level1,temporal-resolution-multiplexing_level0,1,motion_noise,level1,temporal-resolution-multiplexing,level0,8.1709
j3,landscape,duration_flicker_level2,dlss_rr_level1,1,duration_flicker,level2,dlss_rr,level1,8.0542
j3,zeroday,stutter_level0,stutter_level1,0,stutter,level0,stutter,level1,7.8834
j3,bistro_interior,motion_resolution_level2,stutter_level2,0,motion_resolution,level2,stutter,level2,4.4917
j3,classroom,judder_level1,dlss_rr_level0,1,judder,level1,dlss_rr,level0,8.6459
j3,pink_room,motion_noise_level0,temporal-resolution-multiplexing_level0,1,motion_noise,level0,temporal-resolution-multiplexing,level0,5.7507
j3,attic,temporal-resolution-multiplexing_level1,judder_level0,0,temporal-resolution-multiplexing,level1,judder,level0,4.5630
j3,zeroday,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,5.3417
j3,zeroday,dlss_rr_level2,restir_level1,0,dlss_rr,level2,restir,level1,12.1834
j3,attic,temporal-resolution-multiplexing_level1,duration_flicker_level0,0,temporal-resolution-multiplexing,level1,duration_flicker,level0,6.1993
j3,marbles,temporal-resolution-multiplexing_level1,dlss_rr_level0,0,temporal-resolution-multiplexing,level1,dlss_rr,level0,7.5344
j3,landscape,restir_level0,temporal-resolution-multiplexing_level0,0,restir,level0,temporal-resolution-multiplexing,level0,9.7554
j3,zeroday,motion_noise_level2,stutter_level2,1,motion_noise,level2,stutter,level2,3.9462
j3,attic,restir_level1,duration_flicker_level1,0,restir,level1,duration_flicker,level1,4.2453
j3,attic,motion_noise_level2,restir_level1,1,motion_noise,level2,restir,level1,4.8834
j3,bistro_interior,motion_resolution_level2,dlss_rr_level2,0,motion_resolution,level2,dlss_rr,level2,5.4465
j3,subway,motion_noise_level0,judder_level2,1,motion_noise,level0,judder,level2,5.3918
j3,bistro_interior,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,6.1459
j3,pink_room,stutter_level0,motion_noise_level2,1,stutter,level0,motion_noise,level2,8.8875
j3,zeroday,motion_noise_level1,judder_level0,0,motion_noise,level1,judder,level0,8.0667
j3,bistro_exterior,motion_noise_level0,judder_level1,1,motion_noise,level0,judder,level1,13.2917
j3,landscape,restir_level2,temporal-resolution-multiplexing_level0,0,restir,level2,temporal-resolution-multiplexing,level0,5.4959
j3,classroom,motion_resolution_level2,motion_resolution_level1,0,motion_resolution,level2,motion_resolution,level1,4.5506
j3,zeroday,dlss_rr_level2,restir_level0,0,dlss_rr,level2,restir,level0,5.3507
j3,zeroday,motion_noise_level2,dlss_rr_level2,1,motion_noise,level2,dlss_rr,level2,3.1667
j3,pink_room,stutter_level0,duration_flicker_level0,1,stutter,level0,duration_flicker,level0,7.1792
j3,bistro_exterior,motion_noise_level0,motion_noise_level2,1,motion_noise,level0,motion_noise,level2,5.4709
j3,pink_room,temporal-resolution-multiplexing_level2,dlss_rr_level0,0,temporal-resolution-multiplexing,level2,dlss_rr,level0,4.9667
j3,bistro_interior,temporal-resolution-multiplexing_level1,motion_noise_level2,1,temporal-resolution-multiplexing,level1,motion_noise,level2,4.9173
j3,landscape,motion_noise_level2,motion_noise_level1,0,motion_noise,level2,motion_noise,level1,5.2216
j3,subway,motion_resolution_level1,motion_resolution_level0,0,motion_resolution,level1,motion_resolution,level0,6.7967
j3,bistro_exterior,motion_resolution_level0,temporal-resolution-multiplexing_level2,1,motion_resolution,level0,temporal-resolution-multiplexing,level2,4.7965
j3,bistro_interior,motion_resolution_level1,temporal-resolution-multiplexing_level1,0,motion_resolution,level1,temporal-resolution-multiplexing,level1,8.6303
j3,subway,restir_level2,noise_colors_level2,0,restir,level2,noise_colors,level2,7.0631
j3,bistro_exterior,stutter_level2,motion_resolution_level0,0,stutter,level2,motion_resolution,level0,5.0590
j3,attic,noise_colors_level2,motion_resolution_level2,1,noise_colors,level2,motion_resolution,level2,4.8792
j3,bistro_exterior,restir_level0,motion_noise_level2,1,restir,level0,motion_noise,level2,6.6134
j3,bistro_exterior,duration_flicker_level2,temporal-resolution-multiplexing_level1,1,duration_flicker,level2,temporal-resolution-multiplexing,level1,10.4555
j3,bistro_interior,stutter_level1,motion_noise_level1,1,stutter,level1,motion_noise,level1,9.4220
j3,pink_room,stutter_level0,dlss_rr_level1,1,stutter,level0,dlss_rr,level1,5.3091
j3,bistro_interior,restir_level1,temporal-resolution-multiplexing_level1,0,restir,level1,temporal-resolution-multiplexing,level1,6.8842
j3,attic,temporal-resolution-multiplexing_level0,stutter_level0,0,temporal-resolution-multiplexing,level0,stutter,level0,8.9084
j3,marbles,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,4.7167
j3,marbles,restir_level2,stutter_level0,0,restir,level2,stutter,level0,8.7178
j3,landscape,dlss_rr_level0,judder_level2,1,dlss_rr,level0,judder,level2,5.0256
j3,marbles,noise_colors_level1,noise_colors_level2,1,noise_colors,level1,noise_colors,level2,4.9417
j3,bistro_exterior,motion_noise_level0,motion_noise_level1,1,motion_noise,level0,motion_noise,level1,5.6342
j3,pink_room,motion_noise_level1,judder_level1,0,motion_noise,level1,judder,level1,7.9510
j3,landscape,temporal-resolution-multiplexing_level0,judder_level0,1,temporal-resolution-multiplexing,level0,judder,level0,4.9548
j3,subway,judder_level1,motion_resolution_level0,1,judder,level1,motion_resolution,level0,3.3170
j3,attic,temporal-resolution-multiplexing_level1,dlss_rr_level0,1,temporal-resolution-multiplexing,level1,dlss_rr,level0,17.1500
j3,bistro_interior,temporal-resolution-multiplexing_level0,duration_flicker_level1,1,temporal-resolution-multiplexing,level0,duration_flicker,level1,4.3921
j3,landscape,stutter_level0,motion_noise_level2,1,stutter,level0,motion_noise,level2,4.3966
j3,attic,noise_colors_level1,judder_level2,1,noise_colors,level1,judder,level2,4.4084
j3,marbles,dlss_rr_level0,motion_noise_level0,0,dlss_rr,level0,motion_noise,level0,7.6500
j3,pink_room,restir_level0,stutter_level0,0,restir,level0,stutter,level0,4.4965
j3,subway,judder_level0,motion_noise_level0,1,judder,level0,motion_noise,level0,3.9459
j3,landscape,duration_flicker_level1,dlss_rr_level0,1,duration_flicker,level1,dlss_rr,level0,9.3679
j3,marbles,dlss_rr_level0,restir_level2,1,dlss_rr,level0,restir,level2,4.1881
j3,pink_room,duration_flicker_level1,stutter_level0,0,duration_flicker,level1,stutter,level0,10.3385
j3,bistro_exterior,temporal-resolution-multiplexing_level1,noise_colors_level2,1,temporal-resolution-multiplexing,level1,noise_colors,level2,7.1219
j3,bistro_exterior,dlss_rr_level1,duration_flicker_level1,1,dlss_rr,level1,duration_flicker,level1,7.1087
j3,landscape,dlss_rr_level2,motion_resolution_level2,1,dlss_rr,level2,motion_resolution,level2,5.2459
j3,marbles,judder_level1,noise_colors_level0,0,judder,level1,noise_colors,level0,4.9875
j3,bistro_exterior,motion_resolution_level0,dlss_rr_level2,1,motion_resolution,level0,dlss_rr,level2,5.1667
j3,bistro_exterior,motion_noise_level2,noise_colors_level1,0,motion_noise,level2,noise_colors,level1,5.3507
j3,landscape,restir_level0,dlss_rr_level0,1,restir,level0,dlss_rr,level0,5.2007
j3,subway,noise_colors_level0,motion_resolution_level0,1,noise_colors,level0,motion_resolution,level0,5.9210
j3,attic,noise_colors_level2,restir_level1,1,noise_colors,level2,restir,level1,4.6000
j3,pink_room,noise_colors_level2,dlss_rr_level2,1,noise_colors,level2,dlss_rr,level2,7.3292
j3,pink_room,motion_noise_level0,stutter_level1,1,motion_noise,level0,stutter,level1,9.3334
j3,subway,noise_colors_level1,stutter_level0,0,noise_colors,level1,stutter,level0,3.8338
j3,subway,temporal-resolution-multiplexing_level2,motion_noise_level1,0,temporal-resolution-multiplexing,level2,motion_noise,level1,6.0167
j3,pink_room,motion_noise_level0,motion_noise_level1,1,motion_noise,level0,motion_noise,level1,6.2792
j3,pink_room,duration_flicker_level2,stutter_level2,1,duration_flicker,level2,stutter,level2,5.3133
j3,subway,restir_level2,motion_resolution_level2,0,restir,level2,motion_resolution,level2,5.2632
j3,subway,dlss_rr_level0,restir_level2,1,dlss_rr,level0,restir,level2,4.1339
j3,attic,noise_colors_level2,restir_level0,0,noise_colors,level2,restir,level0,4.8500
j3,subway,stutter_level2,restir_level1,1,stutter,level2,restir,level1,5.6128
j3,attic,noise_colors_level2,dlss_rr_level2,1,noise_colors,level2,dlss_rr,level2,4.6043
j3,attic,motion_noise_level1,temporal-resolution-multiplexing_level0,1,motion_noise,level1,temporal-resolution-multiplexing,level0,9.2085
j3,pink_room,restir_level2,stutter_level0,0,restir,level2,stutter,level0,5.4340
j3,pink_room,duration_flicker_level2,motion_resolution_level1,1,duration_flicker,level2,motion_resolution,level1,6.1634
j3,attic,temporal-resolution-multiplexing_level2,restir_level0,0,temporal-resolution-multiplexing,level2,restir,level0,4.3125
j3,pink_room,dlss_rr_level0,duration_flicker_level2,0,dlss_rr,level0,duration_flicker,level2,6.2417
j3,pink_room,stutter_level0,motion_resolution_level0,1,stutter,level0,motion_resolution,level0,4.6750
j3,pink_room,dlss_rr_level2,stutter_level0,0,dlss_rr,level2,stutter,level0,5.0375
rafal,bistro_interior,motion_resolution_level0,dlss_rr_level0,0,motion_resolution,level0,dlss_rr,level0,2.8836
rafal,bistro_exterior,stutter_level2,duration_flicker_level2,1,stutter,level2,duration_flicker,level2,8.2595
rafal,marbles,stutter_level1,duration_flicker_level0,0,stutter,level1,duration_flicker,level0,31.1625
rafal,subway,restir_level1,restir_level0,0,restir,level1,restir,level0,20.8293
rafal,attic,judder_level2,motion_resolution_level1,1,judder,level2,motion_resolution,level1,38.6717
rafal,bistro_exterior,stutter_level2,dlss_rr_level1,0,stutter,level2,dlss_rr,level1,3.7298
rafal,bistro_interior,motion_resolution_level2,motion_resolution_level0,0,motion_resolution,level2,motion_resolution,level0,2.1793
rafal,bistro_interior,judder_level2,dlss_rr_level2,1,judder,level2,dlss_rr,level2,13.8168
rafal,classroom,dlss_rr_level2,stutter_level2,0,dlss_rr,level2,stutter,level2,14.1042
rafal,zeroday,motion_resolution_level0,temporal-resolution-multiplexing_level2,1,motion_resolution,level0,temporal-resolution-multiplexing,level2,2.3084
rafal,bistro_exterior,stutter_level1,motion_resolution_level1,1,stutter,level1,motion_resolution,level1,4.7129
rafal,subway,stutter_level1,noise_colors_level0,1,stutter,level1,noise_colors,level0,13.2559
rafal,pink_room,duration_flicker_level0,temporal-resolution-multiplexing_level1,0,duration_flicker,level0,temporal-resolution-multiplexing,level1,3.1625
rafal,marbles,judder_level2,dlss_rr_level1,0,judder,level2,dlss_rr,level1,14.0970
rafal,landscape,dlss_rr_level2,motion_resolution_level1,1,dlss_rr,level2,motion_resolution,level1,8.4763
rafal,marbles,motion_noise_level1,stutter_level0,0,motion_noise,level1,stutter,level0,8.5719
rafal,marbles,restir_level0,dlss_rr_level2,1,restir,level0,dlss_rr,level2,5.3466
rafal,attic,restir_level0,temporal-resolution-multiplexing_level0,0,restir,level0,temporal-resolution-multiplexing,level0,4.4542
rafal,zeroday,duration_flicker_level1,noise_colors_level1,0,duration_flicker,level1,noise_colors,level1,12.7751
rafal,pink_room,stutter_level2,motion_resolution_level2,1,stutter,level2,motion_resolution,level2,3.1961
rafal,attic,temporal-resolution-multiplexing_level1,judder_level2,0,temporal-resolution-multiplexing,level1,judder,level2,7.9209
rafal,bistro_exterior,motion_noise_level2,stutter_level1,0,motion_noise,level2,stutter,level1,8.5584
rafal,attic,noise_colors_level0,stutter_level0,1,noise_colors,level0,stutter,level0,8.4174
rafal,landscape,motion_resolution_level2,motion_resolution_level1,0,motion_resolution,level2,motion_resolution,level1,4.6625
rafal,subway,motion_noise_level2,temporal-resolution-multiplexing_level1,0,motion_noise,level2,temporal-resolution-multiplexing,level1,16.3854
