observer,scene,condition_A,condition_B,is_A_selected,metric_A,level_A,metric_B,level_B,response_time_sec
Jorge2,pink_room,restir_level0,noise_colors_level0,0,restir,level0,noise_colors,level0,7.1376
ali,subway,temporal-resolution-multiplexing_level2,motion_resolution_level2,0,temporal-resolution-multiplexing,level2,motion_resolution,level2,5.8760
ali,marbles,motion_noise_level0,dlss_rr_level2,1,motion_noise,level0,dlss_rr,level2,5.7966
ali,zeroday,stutter_level0,judder_level1,1,stutter,level0,judder,level1,6.7546
ali,landscape,temporal-resolution-multiplexing_level1,judder_level0,0,temporal-resolution-multiplexing,level1,judder,level0,5.6592
ali,zeroday,noise_colors_level1,motion_resolution_level0,0,noise_colors,level1,motion_resolution,level0,5.7883
ali,subway,motion_resolution_level1,noise_colors_level0,0,motion_resolution,level1,noise_colors,level0,6.2511
ali,zeroday,duration_flicker_level0,motion_resolution_level0,1,duration_flicker,level0,motion_resolution,level0,7.4177
ali,attic,noise_colors_level1,duration_flicker_level0,1,noise_colors,level1,duration_flicker,level0,4.4998
ali,landscape,noise_colors_level1,motion_noise_level2,0,noise_colors,level1,motion_noise,level2,6.1755
ali,subway,motion_noise_level1,motion_resolution_level0,0,motion_noise,level1,motion_resolution,level0,6.3926
ali,bistro_exterior,dlss_rr_level0,restir_level1,0,dlss_rr,level0,restir,level1,6.3675
ali,marbles,stutter_level1,temporal-resolution-multiplexing_level0,0,stutter,level1,temporal-resolution-multiplexing,level0,6.2341
ali,landscape,judder_level1,temporal-resolution-multiplexing_level0,1,judder,level1,temporal-resolution-multiplexing,level0,6.5800
ali,landscape,restir_level2,dlss_rr_level0,1,restir,level2,dlss_rr,level0,6.9875
ali,subway,motion_noise_level2,restir_level0,1,motion_noise,level2,restir,level0,8.5259
ali,landscape,judder_level1,restir_level2,0,judder,level1,restir,level2,7.3460
ali,bistro_exterior,stutter_level0,noise_colors_level0,0,stutter,level0,noise_colors,level0,8.2717
ali,landscape,dlss_rr_level2,motion_resolution_level0,0,dlss_rr,level2,motion_resolution,level0,8.6969
ali,marbles,temporal-resolution-multiplexing_level1,restir_level2,1,temporal-resolution-multiplexing,level1,restir,level2,8.1209
ali,landscape,motion_noise_level0,judder_level1,0,motion_noise,level0,judder,level1,6.8293
ali,bistro_interior,dlss_rr_level1,motion_resolution_level1,1,dlss_rr,level1,motion_resolution,level1,6.0924
ali,subway,noise_colors_level0,dlss_rr_level1,1,noise_colors,level0,dlss_rr,level1,6.2675
ali,pink_room,temporal-resolution-multiplexing_level2,restir_level0,1,temporal-resolution-multiplexing,level2,restir,level0,5.7924
ali,pink_room,dlss_rr_level2,noise_colors_level1,0,dlss_rr,level2,noise_colors,level1,5.8299
ali,bistro_exterior,restir_level2,noise_colors_level2,1,restir,level2,noise_colors,level2,6.7092
ali,bistro_exterior,restir_level1,duration_flicker_level0,1,restir,level1,duration_flicker,level0,6.4883
ali,pink_room,noise_colors_level1,restir_level0,0,noise_colors,level1,restir,level0,9.5167
ali,pink_room,noise_colors_level1,judder_level2,0,noise_colors,level1,judder,level2,9.5834
ali,marbles,stutter_level1,stutter_level0,0,stutter,level1,stutter,level0,8.8125
ali,bistro_exterior,motion_resolution_level1,duration_flicker_level2,1,motion_resolution,level1,duration_flicker,level2,7.3959
ali,attic,dlss_rr_level0,restir_level0,1,dlss_rr,level0,restir,level0,6.8125
ali,zeroday,restir_level1,temporal-resolution-multiplexing_level2,0,restir,level1,temporal-resolution-multiplexing,level2,6.9547
ali,classroom,judder_level0,temporal-resolution-multiplexing_level1,0,judder,level0,temporal-resolution-multiplexing,level1,5.9716
ali,zeroday,stutter_level2,motion_resolution_level2,1,stutter,level2,motion_resolution,level2,5.4508
ali,pink_room,noise_colors_level2,judder_level0,0,noise_colors,level2,judder,level0,12.4725
ali,landscape,stutter_level0,motion_noise_level1,0,stutter,level0,motion_noise,level1,8.9805
ali,zeroday,judder_level1,duration_flicker_level1,1,judder,level1,duration_flicker,level1,9.2417
ali,zeroday,stutter_level2,motion_resolution_level1,1,stutter,level2,motion_resolution,level1,7.6010
ali,bistro_exterior,duration_flicker_level1,noise_colors_level1,0,duration_flicker,level1,noise_colors,level1,7.9259
ali,zeroday,stutter_level0,noise_colors_level0,0,stutter,level0,noise_colors,level0,7.5093
ali,pink_room,duration_flicker_level0,restir_level2,0,duration_flicker,level0,restir,level2,8.0720
ali,pink_room,duration_flicker_level0,restir_level0,0,duration_flicker,level0,restir,level0,6.9426
ali,bistro_interior,stutter_level0,judder_level0,0,stutter,level0,judder,level0,9.4084
ali,bistro_exterior,restir_level0,judder_level1,0,restir,level0,judder,level1,7.3500
ali,bistro_interior,duration_flicker_level2,judder_level0,1,duration_flicker,level2,judder,level0,6.8507
ali,bistro_interior,motion_resolution_level0,stutter_level2,0,motion_resolution,level0,stutter,level2,10.0096
ali,marbles,temporal-resolution-multiplexing_level2,dlss_rr_level1,0,temporal-resolution-multiplexing,level2,dlss_rr,level1,8.9131
ali,classroom,temporal-resolution-multiplexing_level1,motion_resolution_level0,0,temporal-resolution-multiplexing,level1,motion_resolution,level0,7.7343
ali,marbles,stutter_level1,judder_level0,0,stutter,level1,judder,level0,8.5256
ali,classroom,motion_noise_level2,duration_flicker_level0,0,motion_noise,level2,duration_flicker,level0,4.7626
ali,attic,motion_noise_level1,stutter_level0,0,motion_noise,level1,stutter,level0,7.6084
ali,bistro_interior,dlss_rr_level1,noise_colors_level2,1,dlss_rr,level1,noise_colors,level2,10.2375
ali,marbles,motion_noise_level1,stutter_level1,0,motion_noise,level1,stutter,level1,7.9625
ali,pink_room,duration_flicker_level0,motion_noise_level2,0,duration_flicker,level0,motion_noise,level2,5.7625
ali,zeroday,judder_level0,stutter_level0,0,judder,level0,stutter,level0,9.7792
ali,subway,noise_colors_level0,judder_level1,0,noise_colors,level0,judder,level1,7.8042
ali,subway,temporal-resolution-multiplexing_level2,restir_level1,1,temporal-resolution-multiplexing,level2,restir,level1,2.8922
ali,bistro_interior,judder_level2,restir_level0,1,judder,level2,restir,level0,8.6547
ali,landscape,stutter_level1,noise_colors_level2,0,stutter,level1,noise_colors,level2,8.0386
ali,pink_room,stutter_level0,judder_level1,0,stutter,level0,judder,level1,7.4875
ali,bistro_exterior,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,5.4044
ali,attic,temporal-resolution-multiplexing_level2,dlss_rr_level2,0,temporal-resolution-multiplexing,level2,dlss_rr,level2,13.3667
ali,attic,noise_colors_level0,noise_colors_level1,0,noise_colors,level0,noise_colors,level1,8.2709
ali,marbles,judder_level2,duration_flicker_level2,1,judder,level2,duration_flicker,level2,4.6058
ali,landscape,motion_resolution_level1,restir_level2,0,motion_resolution,level1,restir,level2,6.4260
ali,landscape,restir_level2,noise_colors_level0,0,restir,level2,noise_colors,level0,6.6584
ali,zeroday,motion_noise_level1,judder_level1,0,motion_noise,level1,judder,level1,5.9917
ali,zeroday,stutter_level2,restir_level2,1,stutter,level2,restir,level2,5.5960
ali,subway,noise_colors_level0,temporal-resolution-multiplexing_level0,1,noise_colors,level0,temporal-resolution-multiplexing,level0,7.0500
ali,zeroday,judder_level1,motion_resolution_level0,1,judder,level1,motion_resolution,level0,7.5792
ali,subway,motion_resolution_level1,temporal-resolution-multiplexing_level1,1,motion_resolution,level1,temporal-resolution-multiplexing,level1,10.5221
ali,bistro_interior,temporal-resolution-multiplexing_level0,noise_colors_level0,0,temporal-resolution-multiplexing,level0,noise_colors,level0,5.4800
ali,subway,duration_flicker_level2,motion_resolution_level1,1,duration_flicker,level2,motion_resolution,level1,6.0257
ali,bistro_interior,duration_flicker_level0,noise_colors_level1,1,duration_flicker,level0,noise_colors,level1,9.0345
ali,pink_room,noise_colors_level2,motion_resolution_level0,0,noise_colors,level2,motion_resolution,level0,10.5506
ali,attic,judder_level0,motion_noise_level0,0,judder,level0,motion_noise,level0,9.4178
ali,classroom,stutter_level2,temporal-resolution-multiplexing_level2,0,stutter,level2,temporal-resolution-multiplexing,level2,7.5801
ali,landscape,restir_level2,restir_level0,0,restir,level2,restir,level0,7.4792
ali,bistro_exterior,motion_resolution_level0,stutter_level1,1,motion_resolution,level0,stutter,level1,7.4334
ali,landscape,motion_noise_level2,restir_level1,0,motion_noise,level2,restir,level1,9.0720
ali,attic,duration_flicker_level2,duration_flicker_level1,1,duration_flicker,level2,duration_flicker,level1,7.1667
ali,bistro_exterior,restir_level2,motion_noise_level2,0,restir,level2,motion_noise,level2,7.5292
ali,classroom,restir_level0,restir_level1,1,restir,level0,restir,level1,6.2417
ali,marbles,stutter_level1,motion_noise_level0,1,stutter,level1,motion_noise,level0,9.4959
ali,attic,judder_level1,motion_noise_level1,1,judder,level1,motion_noise,level1,6.5709
ali,attic,duration_flicker_level2,dlss_rr_level1,1,duration_flicker,level2,dlss_rr,level1,6.1007
ali,marbles,judder_level2,temporal-resolution-multiplexing_level1,1,judder,level2,temporal-resolution-multiplexing,level1,7.9542
ali,landscape,temporal-resolution-multiplexing_level2,restir_level2,0,temporal-resolution-multiplexing,level2,restir,level2,13.2375
ali,bistro_interior,restir_level1,dlss_rr_level1,0,restir,level1,dlss_rr,level1,6.8718
ali,zeroday,stutter_level0,motion_noise_level0,0,stutter,level0,motion_noise,level0,8.2219
ali,attic,motion_noise_level2,duration_flicker_level2,1,motion_noise,level2,duration_flicker,level2,4.2381
ali,bistro_exterior,duration_flicker_level0,motion_noise_level0,0,duration_flicker,level0,motion_noise,level0,5.9966
ali,zeroday,restir_level1,temporal-resolution-multiplexing_level0,0,restir,level1,temporal-resolution-multiplexing,level0,6.7218
ali,marbles,stutter_level1,noise_colors_level0,0,stutter,level1,noise_colors,level0,12.9518
ali,pink_room,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,7.7171
ali,zeroday,motion_resolution_level0,judder_level2,0,motion_resolution,level0,judder,level2,9.8971
ali,bistro_exterior,dlss_rr_level0,judder_level0,0,dlss_rr,level0,judder,level0,10.9847
ali,attic,duration_flicker_level0,dlss_rr_level0,0,duration_flicker,level0,dlss_rr,level0,7.9542
ali,marbles,restir_level0,motion_noise_level0,0,restir,level0,motion_noise,level0,13.9141
ali,subway,motion_noise_level1,motion_resolution_level1,0,motion_noise,level1,motion_resolution,level1,7.4084
ali,classroom,dlss_rr_level0,temporal-resolution-multiplexing_level1,0,dlss_rr,level0,temporal-resolution-multiplexing,level1,8.4418
ali,zeroday,motion_resolution_level0,motion_noise_level2,1,motion_resolution,level0,motion_noise,level2,4.9798
ali,bistro_exterior,restir_level1,dlss_rr_level1,1,restir,level1,dlss_rr,level1,9.8546
ali,pink_room,judder_level2,temporal-resolution-multiplexing_level1,1,judder,level2,temporal-resolution-multiplexing,level1,7.5510
ali,marbles,stutter_level2,judder_level2,1,stutter,level2,judder,level2,5.6758
ali,subway,restir_level2,restir_level0,0,restir,level2,restir,level0,9.5045
ali,classroom,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,6.9176
ali,landscape,stutter_level2,motion_resolution_level0,0,stutter,level2,motion_resolution,level0,7.6297
ali,bistro_interior,noise_colors_level0,stutter_level1,1,noise_colors,level0,stutter,level1,7.6092
ali,bistro_interior,temporal-resolution-multiplexing_level2,duration_flicker_level1,1,temporal-resolution-multiplexing,level2,duration_flicker,level1,15.5813
ali,pink_room,dlss_rr_level0,judder_level2,0,dlss_rr,level0,judder,level2,8.0887
ali,landscape,duration_flicker_level0,restir_level2,0,duration_flicker,level0,restir,level2,12.6224
ali,zeroday,dlss_rr_level0,motion_resolution_level0,1,dlss_rr,level0,motion_resolution,level0,8.1301
ali,attic,restir_level2,dlss_rr_level2,0,restir,level2,dlss_rr,level2,9.2584
ali,pink_room,noise_colors_level1,restir_level1,0,noise_colors,level1,restir,level1,6.3959
ali,landscape,restir_level2,duration_flicker_level1,1,restir,level2,duration_flicker,level1,6.6625
ali,landscape,restir_level2,judder_level2,1,restir,level2,judder,level2,3.7922
ali,bistro_interior,motion_resolution_level0,dlss_rr_level1,0,motion_resolution,level0,dlss_rr,level1,10.1224
ali,subway,dlss_rr_level0,motion_noise_level2,1,dlss_rr,level0,motion_noise,level2,1.4876
ali,attic,stutter_level1,duration_flicker_level0,0,stutter,level1,duration_flicker,level0,5.5415
ali,pink_room,motion_noise_level1,temporal-resolution-multiplexing_level0,0,motion_noise,level1,temporal-resolution-multiplexing,level0,1.6501
ali,zeroday,stutter_level1,noise_colors_level0,1,stutter,level1,noise_colors,level0,1.5959
ali,subway,stutter_level2,motion_resolution_level1,0,stutter,level2,motion_resolution,level1,2.8459
ali,bistro_exterior,stutter_level2,motion_resolution_level2,1,stutter,level2,motion_resolution,level2,1.1210
ali,bistro_interior,restir_level2,motion_resolution_level2,0,restir,level2,motion_resolution,level2,1.1334
ali,landscape,motion_resolution_level2,dlss_rr_level2,0,motion_resolution,level2,dlss_rr,level2,1.1292
ali,classroom,duration_flicker_level0,restir_level1,0,duration_flicker,level0,restir,level1,2.2667
ali,zeroday,motion_resolution_level0,dlss_rr_level2,0,motion_resolution,level0,dlss_rr,level2,5.6292
ali,marbles,stutter_level1,dlss_rr_level0,0,stutter,level1,dlss_rr,level0,1.8418
ali,marbles,judder_level1,stutter_level1,0,judder,level1,stutter,level1,3.0125
ali,subway,motion_resolution_level1,judder_level2,1,motion_resolution,level1,judder,level2,2.5792
ali,classroom,restir_level1,dlss_rr_level2,1,restir,level1,dlss_rr,level2,9.4750
ali,subway,noise_colors_level0,stutter_level1,0,noise_colors,level0,stutter,level1,3.3378
ali,pink_room,noise_colors_level1,duration_flicker_level2,1,noise_colors,level1,duration_flicker,level2,1.3127
ali,attic,temporal-resolution-multiplexing_level2,dlss_rr_level0,0,temporal-resolution-multiplexing,level2,dlss_rr,level0,1.7792
ali,marbles,noise_colors_level1,judder_level2,0,noise_colors,level1,judder,level2,5.0084
ali,pink_room,noise_colors_level0,noise_colors_level1,1,noise_colors,level0,noise_colors,level1,3.6667
ali,marbles,motion_resolution_level0,temporal-resolution-multiplexing_level2,1,motion_resolution,level0,temporal-resolution-multiplexing,level2,3.4334
ali,marbles,motion_resolution_level0,judder_level2,0,motion_resolution,level0,judder,level2,4.8459
ali,bistro_interior,temporal-resolution-multiplexing_level2,motion_noise_level1,0,temporal-resolution-multiplexing,level2,motion_noise,level1,2.9713
ali,attic,judder_level2,duration_flicker_level0,1,judder,level2,duration_flicker,level0,23.3334
ali,classroom,temporal-resolution-multiplexing_level2,duration_flicker_level0,0,temporal-resolution-multiplexing,level2,duration_flicker,level0,5.8235
ali,landscape,dlss_rr_level1,motion_resolution_level2,1,dlss_rr,level1,motion_resolution,level2,1.1751
ali,attic,dlss_rr_level2,restir_level1,1,dlss_rr,level2,restir,level1,2.3709
ali,subway,judder_level0,stutter_level1,0,judder,level0,stutter,level1,13.2834
ali,landscape,judder_level0,noise_colors_level2,1,judder,level0,noise_colors,level2,1.7417
ali,bistro_interior,dlss_rr_level2,dlss_rr_level1,0,dlss_rr,level2,dlss_rr,level1,1.8709
ali,attic,motion_resolution_level0,judder_level1,1,motion_resolution,level0,judder,level1,9.9753
ali,zeroday,motion_resolution_level0,dlss_rr_level1,0,motion_resolution,level0,dlss_rr,level1,2.8167
ali,pink_room,duration_flicker_level0,stutter_level1,0,duration_flicker,level0,stutter,level1,2.5334
ali,bistro_interior,dlss_rr_level0,restir_level0,1,dlss_rr,level0,restir,level0,1.0542
ali,subway,dlss_rr_level0,motion_resolution_level2,1,dlss_rr,level0,motion_resolution,level2,1.0709
ali,classroom,stutter_level0,temporal-resolution-multiplexing_level1,1,stutter,level0,temporal-resolution-multiplexing,level1,1.8002
ali,bistro_interior,judder_level1,judder_level0,1,judder,level1,judder,level0,0.9251
ali,attic,motion_resolution_level2,dlss_rr_level2,0,motion_resolution,level2,dlss_rr,level2,2.4668
ali,attic,dlss_rr_level2,stutter_level2,1,dlss_rr,level2,stutter,level2,1.5292
ali,marbles,restir_level1,noise_colors_level1,1,restir,level1,noise_colors,level1,2.4917
ali,subway,motion_resolution_level1,duration_flicker_level0,0,motion_resolution,level1,duration_flicker,level0,1.5376
ali,pink_room,restir_level0,dlss_rr_level1,1,restir,level0,dlss_rr,level1,1.8084
ali,bistro_exterior,judder_level2,stutter_level2,0,judder,level2,stutter,level2,3.8667
ali,bistro_exterior,motion_noise_level1,duration_flicker_level0,1,motion_noise,level1,duration_flicker,level0,2.8792
ali,attic,temporal-resolution-multiplexing_level2,temporal-resolution-multiplexing_level1,0,temporal-resolution-multiplexing,level2,temporal-resolution-multiplexing,level1,2.8417
ali,attic,judder_level1,noise_colors_level1,0,judder,level1,noise_colors,level1,1.8000
ali,bistro_interior,restir_level0,motion_noise_level2,0,restir,level0,motion_noise,level2,1.0751
ali,pink_room,noise_colors_level1,duration_flicker_level1,1,noise_colors,level1,duration_flicker,level1,2.1250
ali,marbles,motion_noise_level0,motion_noise_level2,1,motion_noise,level0,motion_noise,level2,9.2668
ali,bistro_exterior,dlss_rr_level0,temporal-resolution-multiplexing_level0,0,dlss_rr,level0,temporal-resolution-multiplexing,level0,4.2045
ali,zeroday,motion_resolution_level0,restir_level0,0,motion_resolution,level0,restir,level0,1.8169
ali,bistro_exterior,motion_resolution_level1,restir_level2,1,motion_resolution,level1,restir,level2,2.4130
ali,bistro_interior,stutter_level0,temporal-resolution-multiplexing_level1,1,stutter,level0,temporal-resolution-multiplexing,level1,1.7627
ali,bistro_interior,noise_colors_level1,judder_level0,0,noise_colors,level1,judder,level0,1.1792
ali,classroom,motion_noise_level2,motion_noise_level1,0,motion_noise,level2,motion_noise,level1,2.0250
ali,marbles,motion_noise_level0,duration_flicker_level1,1,motion_noise,level0,duration_flicker,level1,1.7628
ali,zeroday,stutter_level0,noise_colors_level2,1,stutter,level0,noise_colors,level2,0.9502
ali,pink_room,temporal-resolution-multiplexing_level0,duration_flicker_level0,0,temporal-resolution-multiplexing,level0,duration_flicker,level0,2.2792
ali,subway,noise_colors_level0,noise_colors_level1,1,noise_colors,level0,noise_colors,level1,4.3297
ali,landscape,motion_resolution_level0,judder_level0,0,motion_resolution,level0,judder,level0,1.5627
ali,bistro_exterior,judder_level1,dlss_rr_level0,0,judder,level1,dlss_rr,level0,1.5376
ali,classroom,noise_colors_level0,dlss_rr_level0,1,noise_colors,level0,dlss_rr,level0,1.9667
ali,marbles,motion_resolution_level0,restir_level0,0,motion_resolution,level0,restir,level0,2.8459
ali,subway,dlss_rr_level0,dlss_rr_level2,1,dlss_rr,level0,dlss_rr,level2,3.7875
ali,subway,temporal-resolution-multiplexing_level2,noise_colors_level2,1,temporal-resolution-multiplexing,level2,noise_colors,level2,1.9046
ali,pink_room,noise_colors_level2,noise_colors_level1,0,noise_colors,level2,noise_colors,level1,1.8709
ali,pink_room,motion_noise_level0,temporal-resolution-multiplexing_level0,0,motion_noise,level0,temporal-resolution-multiplexing,level0,2.2126
ali,classroom,judder_level1,temporal-resolution-multiplexing_level1,1,judder,level1,temporal-resolution-multiplexing,level1,1.8375
ali,attic,motion_noise_level0,temporal-resolution-multiplexing_level0,1,motion_noise,level0,temporal-resolution-multiplexing,level0,3.1792
ali,landscape,judder_level1,motion_noise_level2,1,judder,level1,motion_noise,level2,2.4667
ali,landscape,stutter_level0,motion_noise_level0,1,stutter,level0,motion_noise,level0,2.4209
ali,pink_room,judder_level2,motion_resolution_level1,1,judder,level2,motion_resolution,level1,1.7292
ali,attic,motion_noise_level0,judder_level1,1,motion_noise,level0,judder,level1,3.1042
ali,pink_room,motion_resolution_level1,stutter_level2,0,motion_resolution,level1,stutter,level2,3.3459
ali,bistro_exterior,stutter_level1,restir_level2,1,stutter,level1,restir,level2,1.1668
ali,pink_room,stutter_level0,motion_noise_level0,1,stutter,level0,motion_noise,level0,1.9878
ali,bistro_exterior,dlss_rr_level0,noise_colors_level1,1,dlss_rr,level0,noise_colors,level1,3.2417
ali,bistro_exterior,temporal-resolution-multiplexing_level2,stutter_level2,1,temporal-resolution-multiplexing,level2,stutter,level2,2.2709
ali,bistro_interior,motion_noise_level0,temporal-resolution-multiplexing_level0,0,motion_noise,level0,temporal-resolution-multiplexing,level0,3.5959
ali,attic,duration_flicker_level0,motion_resolution_level1,1,duration_flicker,level0,motion_resolution,level1,1.9334
ali,attic,noise_colors_level2,temporal-resolution-multiplexing_level2,1,noise_colors,level2,temporal-resolution-multiplexing,level2,2.7750
ali,marbles,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,3.2293
ali,subway,duration_flicker_level0,duration_flicker_level1,1,duration_flicker,level0,duration_flicker,level1,4.3464
ali,classroom,temporal-resolution-multiplexing_level2,motion_resolution_level1,1,temporal-resolution-multiplexing,level2,motion_resolution,level1,3.5630
ali,bistro_exterior,restir_level2,temporal-resolution-multiplexing_level1,1,restir,level2,temporal-resolution-multiplexing,level1,4.3542
ali,landscape,restir_level2,noise_colors_level2,1,restir,level2,noise_colors,level2,2.7375
ali,marbles,noise_colors_level2,motion_resolution_level2,0,noise_colors,level2,motion_resolution,level2,4.7545
ali,landscape,restir_level2,duration_flicker_level2,1,restir,level2,duration_flicker,level2,2.2589
ali,bistro_interior,restir_level0,temporal-resolution-multiplexing_level2,0,restir,level0,temporal-resolution-multiplexing,level2,1.6542
ali,subway,temporal-resolution-multiplexing_level1,motion_noise_level0,0,temporal-resolution-multiplexing,level1,motion_noise,level0,5.2250
ali,marbles,judder_level2,duration_flicker_level0,0,judder,level2,duration_flicker,level0,5.1748
ali,bistro_exterior,motion_resolution_level1,dlss_rr_level2,0,motion_resolution,level1,dlss_rr,level2,1.6585
ali,attic,dlss_rr_level2,duration_flicker_level2,0,dlss_rr,level2,duration_flicker,level2,3.1420
ali,bistro_interior,judder_level0,temporal-resolution-multiplexing_level2,1,judder,level0,temporal-resolution-multiplexing,level2,2.0792
ali,classroom,motion_noise_level2,dlss_rr_level1,0,motion_noise,level2,dlss_rr,level1,2.5459
ali,bistro_interior,dlss_rr_level1,restir_level2,1,dlss_rr,level1,restir,level2,1.5375
ali,classroom,stutter_level1,noise_colors_level0,1,stutter,level1,noise_colors,level0,2.0500
ali,classroom,restir_level2,motion_noise_level2,0,restir,level2,motion_noise,level2,2.7834
ali,bistro_interior,restir_level0,dlss_rr_level1,0,restir,level0,dlss_rr,level1,1.9043
ali,subway,stutter_level0,noise_colors_level0,1,stutter,level0,noise_colors,level0,13.4714
ali,classroom,noise_colors_level1,temporal-resolution-multiplexing_level1,0,noise_colors,level1,temporal-resolution-multiplexing,level1,3.3089
ali,marbles,noise_colors_level2,temporal-resolution-multiplexing_level1,0,noise_colors,level2,temporal-resolution-multiplexing,level1,2.9212
ali,bistro_interior,duration_flicker_level0,stutter_level1,0,duration_flicker,level0,stutter,level1,9.5042
ali,subway,motion_resolution_level1,motion_resolution_level2,1,motion_resolution,level1,motion_resolution,level2,7.4250
ali,zeroday,restir_level2,noise_colors_level1,0,restir,level2,noise_colors,level1,2.0959
ali,bistro_exterior,stutter_level1,noise_colors_level1,0,stutter,level1,noise_colors,level1,3.0625
ali,classroom,duration_flicker_level2,temporal-resolution-multiplexing_level2,0,duration_flicker,level2,temporal-resolution-multiplexing,level2,2.7452
ali,zeroday,restir_level1,temporal-resolution-multiplexing_level1,0,restir,level1,temporal-resolution-multiplexing,level1,2.9546
ali,zeroday,restir_level1,motion_resolution_level0,0,restir,level1,motion_resolution,level0,3.1918
ali,classroom,temporal-resolution-multiplexing_level0,noise_colors_level0,1,temporal-resolution-multiplexing,level0,noise_colors,level0,2.6712
ali,bistro_exterior,noise_colors_level1,noise_colors_level0,0,noise_colors,level1,noise_colors,level0,2.3962
ali,classroom,duration_flicker_level1,temporal-resolution-multiplexing_level2,0,duration_flicker,level1,temporal-resolution-multiplexing,level2,2.1627
ali,classroom,motion_noise_level0,noise_colors_level0,0,motion_noise,level0,noise_colors,level0,2.2045
ali,zeroday,restir_level1,duration_flicker_level2,1,restir,level1,duration_flicker,level2,1.9167
ali,classroom,restir_level0,temporal-resolution-multiplexing_level1,1,restir,level0,temporal-resolution-multiplexing,level1,3.3375
ali,classroom,motion_resolution_level1,noise_colors_level2,1,motion_resolution,level1,noise_colors,level2,2.5292
ali,classroom,judder_level2,duration_flicker_level1,1,judder,level2,duration_flicker,level1,2.2420
aqsa,attic,stutter_level2,judder_level2,0,stutter,level2,judder,level2,34.9256
aqsa,landscape,duration_flicker_level2,motion_resolution_level1,0,duration_flicker,level2,motion_resolution,level1,2.6546
aqsa,attic,restir_level2,judder_level2,0,restir,level2,judder,level2,2.5959
aqsa,marbles,restir_level2,restir_level1,1,restir,level2,restir,level1,27.0838
aqsa,marbles,restir_level1,temporal-resolution-multiplexing_level1,1,restir,level1,temporal-resolution-multiplexing,level1,18.8776
aqsa,landscape,temporal-resolution-multiplexing_level0,stutter_level1,0,temporal-resolution-multiplexing,level0,stutter,level1,4.7547
aqsa,subway,noise_colors_level2,motion_noise_level2,1,noise_colors,level2,motion_noise,level2,1.9712
aqsa,landscape,stutter_level1,temporal-resolution-multiplexing_level1,1,stutter,level1,temporal-resolution-multiplexing,level1,8.9887
aqsa,subway,restir_level0,duration_flicker_level1,0,restir,level0,duration_flicker,level1,1.5834
aqsa,marbles,motion_resolution_level2,judder_level2,0,motion_resolution,level2,judder,level2,2.9209
aqsa,bistro_exterior,motion_noise_level1,motion_noise_level2,0,motion_noise,level1,motion_noise,level2,10.2974
aqsa,classroom,motion_noise_level0,judder_level1,0,motion_noise,level0,judder,level1,5.0834
aqsa,zeroday,restir_level0,duration_flicker_level1,0,restir,level0,duration_flicker,level1,10.3462
aqsa,landscape,stutter_level2,motion_resolution_level2,1,stutter,level2,motion_resolution,level2,1.3210
aqsa,subway,temporal-resolution-multiplexing_level0,judder_level1,1,temporal-resolution-multiplexing,level0,judder,level1,14.2049
aqsa,zeroday,temporal-resolution-multiplexing_level2,stutter_level2,0,temporal-resolution-multiplexing,level2,stutter,level2,1.6750
aqsa,landscape,noise_colors_level2,restir_level1,0,noise_colors,level2,restir,level1,6.4750
aqsa,zeroday,restir_level1,restir_level0,0,restir,level1,restir,level0,6.2175
aqsa,bistro_exterior,motion_noise_level1,motion_resolution_level1,1,motion_noise,level1,motion_resolution,level1,3.5297
aqsa,classroom,motion_noise_level0,temporal-resolution-multiplexing_level1,1,motion_noise,level0,temporal-resolution-multiplexing,level1,14.9975
aqsa,subway,restir_level0,dlss_rr_level0,0,restir,level0,dlss_rr,level0,1.5043
aqsa,marbles,restir_level0,dlss_rr_level1,0,restir,level0,dlss_rr,level1,9.7887
aqsa,attic,duration_flicker_level1,temporal-resolution-multiplexing_level1,0,duration_flicker,level1,temporal-resolution-multiplexing,level1,7.0342
aqsa,pink_room,stutter_level1,restir_level2,0,stutter,level1,restir,level2,2.7500
aqsa,bistro_exterior,temporal-resolution-multiplexing_level2,dlss_rr_level2,1,temporal-resolution-multiplexing,level2,dlss_rr,level2,4.3963
aqsa,bistro_interior,temporal-resolution-multiplexing_level0,motion_noise_level0,1,temporal-resolution-multiplexing,level0,motion_noise,level0,12.8391
aqsa,attic,motion_noise_level1,motion_noise_level2,1,motion_noise,level1,motion_noise,level2,1.9250
aqsa,bistro_exterior,duration_flicker_level2,judder_level2,0,duration_flicker,level2,judder,level2,13.0875
aqsa,bistro_exterior,judder_level1,temporal-resolution-multiplexing_level0,1,judder,level1,temporal-resolution-multiplexing,level0,15.7125
aqsa,zeroday,temporal-resolution-multiplexing_level2,restir_level2,1,temporal-resolution-multiplexing,level2,restir,level2,2.4375
aqsa,attic,judder_level2,noise_colors_level2,1,judder,level2,noise_colors,level2,4.9875
aqsa,bistro_exterior,restir_level0,motion_noise_level1,1,restir,level0,motion_noise,level1,7.6547
